cf_id,contact_id,company_name,description,goal,pledged,outcome,backers_count,country,currency,launched_date,end_date,staff_pick,spotlight,category & sub-category,category,subcategory,subcategory_id
211,4605,Avila-Nelson,Up-sized intermediate website,61500,61500,successful,6465,US,USD,2020-03-25 05:00:00+00:00,2021-02-19 06:00:00+00:00,False,False,publishing/translations,publishing,translations,subcat19
2635,6147,Robbins and Sons,Future-proofed directional synergy,100,100,failed,1,US,USD,2020-09-16 05:00:00+00:00,2021-02-27 06:00:00+00:00,False,False,music/rock,music,rock,subcat2
1854,1383,Singleton Ltd,Enhanced user-facing function,7100,7100,failed,101,US,USD,2020-08-01 05:00:00+00:00,2021-07-30 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
436,1757,Perez PLC,Operative bandwidth-monitored interface,1000,1000,successful,59,US,USD,2020-11-25 06:00:00+00:00,2021-08-28 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
2965,4390,"Rogers, Jacobs and Jackson",Upgradable multi-state instruction set,121500,121500,failed,1335,CA,CAD,2020-09-03 05:00:00+00:00,2021-02-24 06:00:00+00:00,False,False,film & video/drama,film & video,drama,subcat7
1034,4165,Barry Group,De-engineered static Local Area Network,4600,4600,successful,88,US,USD,2021-06-24 05:00:00+00:00,2021-08-28 05:00:00+00:00,False,False,publishing/nonfiction,publishing,nonfiction,subcat10
614,4529,"Rosales, Branch and Harmon",Upgradable grid-enabled superstructure,80500,80500,successful,1697,US,USD,2020-11-03 06:00:00+00:00,2021-09-27 05:00:00+00:00,False,True,music/rock,music,rock,subcat2
1792,6084,Smith-Reid,Optimized actuating toolset,4100,4100,failed,15,GB,GBP,2020-11-03 06:00:00+00:00,2021-10-17 05:00:00+00:00,False,False,music/rock,music,rock,subcat2
121,2916,Williams Inc,Decentralized exuding strategy,5700,5700,successful,92,US,USD,2020-05-03 05:00:00+00:00,2021-05-08 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
2936,2005,"Duncan, Mcdonald and Miller",Assimilated coherent hardware,5000,5000,successful,186,US,USD,2020-11-14 06:00:00+00:00,2021-10-24 05:00:00+00:00,False,True,theater/plays,theater,plays,subcat4
2081,2261,Watkins Ltd,Multi-channeled responsive implementation,1800,1800,successful,138,US,USD,2021-04-07 05:00:00+00:00,2021-06-30 05:00:00+00:00,True,False,photography/photography books,photography,photography books,subcat15
1204,5342,Allen-Jones,Centralized modular initiative,6300,6300,successful,261,US,USD,2021-07-15 05:00:00+00:00,2021-10-12 05:00:00+00:00,False,False,music/rock,music,rock,subcat2
669,4087,Mason-Smith,Reverse-engineered cohesive migration,84300,84300,failed,454,US,USD,2021-08-04 05:00:00+00:00,2021-09-13 05:00:00+00:00,False,True,music/rock,music,rock,subcat2
735,2761,"Lloyd, Kennedy and Davis",Compatible multimedia hub,1700,1700,successful,107,US,USD,2021-02-27 06:00:00+00:00,2021-10-02 05:00:00+00:00,False,True,music/indie rock,music,indie rock,subcat8
933,2908,Walker Ltd,Organic eco-centric success,2900,2900,successful,199,US,USD,2020-10-26 05:00:00+00:00,2021-05-06 05:00:00+00:00,False,False,photography/photography books,photography,photography books,subcat15
3055,2155,Gordon PLC,Virtual reciprocal policy,45600,45600,successful,5512,US,USD,2021-08-29 05:00:00+00:00,2021-10-30 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
270,5642,Lee and Sons,Persevering interactive emulation,4900,4900,successful,86,US,USD,2020-05-15 05:00:00+00:00,2021-03-10 06:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
647,6217,Cole LLC,Proactive responsive emulation,111900,111900,failed,3182,IT,EUR,2021-08-07 05:00:00+00:00,2022-01-13 06:00:00+00:00,False,True,music/jazz,music,jazz,subcat18
1219,4222,Acosta PLC,Extended eco-centric function,61600,61600,successful,2768,AU,AUD,2021-05-08 05:00:00+00:00,2021-09-24 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
1257,4798,Brown-Mckee,Networked optimal productivity,1500,1500,successful,48,US,USD,2021-03-23 05:00:00+00:00,2022-01-10 06:00:00+00:00,False,False,film & video/documentary,film & video,documentary,subcat5
2162,5660,Miles and Sons,Persistent attitude-oriented approach,3500,3500,successful,87,US,USD,2021-06-11 05:00:00+00:00,2021-06-24 05:00:00+00:00,False,False,film & video/television,film & video,television,subcat20
2274,5000,"Sawyer, Horton and Williams",Triple-buffered 4thgeneration toolset,173900,173900,canceled,1890,US,USD,2021-10-07 05:00:00+00:00,2021-10-13 05:00:00+00:00,False,False,games/video games,games,video games,subcat12
2284,2809,Foley-Cox,Progressive zero administration leverage,153700,153700,live,61,US,USD,2021-07-09 05:00:00+00:00,2022-01-13 06:00:00+00:00,False,False,photography/photography books,photography,photography books,subcat15
407,3349,"Horton, Morrison and Clark",Networked radical neural-net,51100,51100,successful,1894,US,USD,2021-06-18 05:00:00+00:00,2021-10-25 05:00:00+00:00,False,True,theater/plays,theater,plays,subcat4
2440,3647,Thomas and Sons,Re-engineered heuristic forecast,7800,7800,successful,282,CA,CAD,2020-11-04 06:00:00+00:00,2021-07-15 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
2476,5745,Morgan-Jenkins,Fully-configurable background algorithm,2400,2400,failed,15,US,USD,2021-09-13 05:00:00+00:00,2021-12-03 06:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
41,2583,"Ward, Sanchez and Kemp",Stand-alone discrete Graphical User Interface,3900,3900,successful,116,US,USD,2021-06-02 05:00:00+00:00,2021-12-31 06:00:00+00:00,False,False,publishing/translations,publishing,translations,subcat19
890,5441,Fields Ltd,Front-line foreground project,5500,5500,failed,133,US,USD,2021-05-23 05:00:00+00:00,2021-06-21 05:00:00+00:00,False,True,games/video games,games,video games,subcat12
2743,2090,Ramos-Mitchell,Persevering system-worthy info-mediaries,700,700,successful,83,US,USD,2020-12-14 06:00:00+00:00,2021-04-24 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
266,3386,"Higgins, Davis and Salazar",Distributed multi-tasking strategy,2700,2700,successful,91,US,USD,2021-03-28 05:00:00+00:00,2021-08-23 05:00:00+00:00,False,False,technology/web,technology,web,subcat3
3113,1816,Smith-Jenkins,Vision-oriented methodical application,8000,8000,successful,546,US,USD,2020-10-02 05:00:00+00:00,2021-07-25 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
1909,4718,Braun PLC,Function-based high-level infrastructure,2500,2500,successful,393,US,USD,2021-07-06 05:00:00+00:00,2021-11-05 05:00:00+00:00,False,False,film & video/animation,film & video,animation,subcat11
962,1677,Drake PLC,Profound object-oriented paradigm,164500,164500,failed,2062,US,USD,2020-02-25 06:00:00+00:00,2021-04-06 05:00:00+00:00,False,True,theater/plays,theater,plays,subcat4
213,4218,"Ross, Kelly and Brown",Virtual contextually-based circuit,8400,8400,successful,133,US,USD,2021-07-20 05:00:00+00:00,2021-08-18 05:00:00+00:00,False,True,film & video/television,film & video,television,subcat20
2741,4548,Lucas-Mullins,Business-focused dynamic instruction set,8100,8100,failed,29,DK,DKK,2020-05-27 05:00:00+00:00,2021-03-20 05:00:00+00:00,False,False,music/rock,music,rock,subcat2
2589,1431,Tran LLC,Ameliorated fresh-thinking protocol,9800,9800,failed,132,US,USD,2021-02-20 06:00:00+00:00,2021-04-10 05:00:00+00:00,False,False,technology/web,technology,web,subcat3
1238,2830,"Dawson, Brady and Gilbert",Front-line optimizing emulation,900,900,successful,254,US,USD,2020-08-19 05:00:00+00:00,2021-01-25 06:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
164,4400,Obrien-Aguirre,Devolved uniform complexity,112100,112100,canceled,184,US,USD,2021-02-15 06:00:00+00:00,2021-11-12 06:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
2685,5773,Ferguson PLC,Public-key intangible superstructure,6300,6300,successful,176,US,USD,2020-10-03 05:00:00+00:00,2021-02-19 06:00:00+00:00,False,False,music/electric music,music,electric music,subcat6
2836,4161,Garcia Ltd,Secured global success,5600,5600,failed,137,DK,DKK,2020-12-13 06:00:00+00:00,2021-04-14 05:00:00+00:00,False,True,music/metal,music,metal,subcat17
2062,2062,"Smith, Love and Smith",Grass-roots mission-critical capability,800,800,successful,337,CA,CAD,2021-03-11 06:00:00+00:00,2021-08-18 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
3111,3458,"Wilson, Hall and Osborne",Advanced global data-warehouse,168600,168600,failed,908,US,USD,2020-11-18 06:00:00+00:00,2021-08-16 05:00:00+00:00,False,True,film & video/documentary,film & video,documentary,subcat5
1414,3174,"Bell, Grimes and Kerr",Self-enabling uniform complexity,1800,1800,successful,107,US,USD,2021-03-05 06:00:00+00:00,2022-02-20 06:00:00+00:00,True,False,technology/web,technology,web,subcat3
2765,5565,Ho-Harris,Versatile cohesive encoding,7300,7300,failed,10,US,USD,2020-12-01 06:00:00+00:00,2021-09-28 05:00:00+00:00,False,False,food/food trucks,food,food trucks,subcat1
939,1906,Ross Group,Organized executive solution,6500,6500,canceled,32,IT,EUR,2021-02-02 06:00:00+00:00,2021-03-26 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
390,5479,Turner-Davis,Automated local emulation,600,600,successful,183,US,USD,2021-02-17 06:00:00+00:00,2021-06-09 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
2851,4320,"Smith, Jackson and Herrera",Enterprise-wide intermediate middleware,192900,192900,failed,1910,CH,CHF,2021-02-07 06:00:00+00:00,2021-10-24 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
1607,4213,Smith-Hess,Grass-roots real-time Local Area Network,6100,6100,failed,38,AU,AUD,2020-04-28 05:00:00+00:00,2021-03-10 06:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
3201,3373,"Brown, Herring and Bass",Organized client-driven capacity,7200,7200,failed,104,AU,AUD,2020-11-26 06:00:00+00:00,2021-03-11 06:00:00+00:00,False,True,theater/plays,theater,plays,subcat4
641,4184,"Chase, Garcia and Johnson",Adaptive intangible database,3500,3500,successful,72,US,USD,2021-05-20 05:00:00+00:00,2021-06-21 05:00:00+00:00,False,True,music/rock,music,rock,subcat2
524,5472,Ramsey and Sons,Grass-roots contextually-based algorithm,3800,3800,failed,49,US,USD,2021-11-23 06:00:00+00:00,2022-02-05 06:00:00+00:00,False,False,food/food trucks,food,food trucks,subcat1
2423,5559,Cooke PLC,Focused executive core,100,100,failed,1,DK,DKK,2020-12-05 06:00:00+00:00,2021-09-25 05:00:00+00:00,False,True,publishing/nonfiction,publishing,nonfiction,subcat10
1532,5419,Wong-Walker,Multi-channeled disintermediate policy,900,900,successful,295,US,USD,2021-06-08 05:00:00+00:00,2021-09-04 05:00:00+00:00,False,False,film & video/documentary,film & video,documentary,subcat5
1748,4171,"Ferguson, Collins and Mata",Customizable bi-directional hardware,76100,76100,failed,245,US,USD,2020-06-07 05:00:00+00:00,2021-05-24 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
3168,1302,"Guerrero, Flores and Jenkins",Networked optimal architecture,3400,3400,failed,32,US,USD,2021-01-12 06:00:00+00:00,2021-12-22 06:00:00+00:00,False,False,music/indie rock,music,indie rock,subcat8
1077,3520,Peterson PLC,User-friendly discrete benchmark,2100,2100,successful,142,US,USD,2021-02-03 06:00:00+00:00,2021-04-10 05:00:00+00:00,False,False,film & video/documentary,film & video,documentary,subcat5
3114,6010,Townsend Ltd,Grass-roots actuating policy,2800,2800,successful,85,US,USD,2021-01-27 06:00:00+00:00,2021-05-15 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
2547,4617,"Rush, Reed and Hall",Enterprise-wide 3rdgeneration knowledge user,6500,6500,failed,7,US,USD,2021-08-12 05:00:00+00:00,2021-11-18 06:00:00+00:00,False,True,theater/plays,theater,plays,subcat4
2065,1417,Salazar-Dodson,Face-to-face zero tolerance moderator,32900,32900,successful,659,DK,DKK,2021-03-20 05:00:00+00:00,2021-09-25 05:00:00+00:00,False,True,publishing/fiction,publishing,fiction,subcat14
1143,4770,Davis Ltd,Grass-roots optimizing projection,118200,118200,failed,803,US,USD,2021-07-17 05:00:00+00:00,2021-11-18 06:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
2545,4328,Harris-Perry,User-centric 6thgeneration attitude,4100,4100,canceled,75,US,USD,2021-03-05 06:00:00+00:00,2021-07-26 05:00:00+00:00,False,True,music/indie rock,music,indie rock,subcat8
1315,5171,"Velazquez, Hunt and Ortiz",Switchable zero tolerance website,7800,7800,failed,16,US,USD,2021-03-28 05:00:00+00:00,2021-04-23 05:00:00+00:00,False,False,games/video games,games,video games,subcat12
2219,4394,Flores PLC,Focused real-time help-desk,6300,6300,successful,121,US,USD,2020-12-09 06:00:00+00:00,2021-05-09 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
854,1794,Martinez LLC,Robust impactful approach,59100,59100,successful,3742,US,USD,2020-12-31 06:00:00+00:00,2022-02-06 06:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
336,3510,Miller-Irwin,Secured maximized policy,2200,2200,successful,223,US,USD,2021-11-26 06:00:00+00:00,2021-12-02 06:00:00+00:00,False,False,music/rock,music,rock,subcat2
3014,2487,Sanchez-Morgan,Realigned upward-trending strategy,1400,1400,successful,133,US,USD,2020-06-04 05:00:00+00:00,2021-04-11 05:00:00+00:00,False,True,film & video/documentary,film & video,documentary,subcat5
326,2215,"Lopez, Adams and Johnson",Open-source interactive knowledge user,9500,9500,failed,31,US,USD,2021-07-10 05:00:00+00:00,2021-08-03 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
2991,4136,Martin-Marshall,Configurable demand-driven matrix,9600,9600,failed,108,IT,EUR,2020-12-19 06:00:00+00:00,2021-10-06 05:00:00+00:00,False,True,food/food trucks,food,food trucks,subcat1
1359,3723,Summers PLC,Cross-group coherent hierarchy,6600,6600,failed,30,US,USD,2020-07-31 05:00:00+00:00,2021-03-22 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
341,5842,"Young, Hart and Ryan",Decentralized demand-driven open system,5700,5700,failed,17,US,USD,2021-07-29 05:00:00+00:00,2021-09-25 05:00:00+00:00,False,False,music/rock,music,rock,subcat2
2365,3289,Mills Group,Advanced empowering matrix,8400,8400,canceled,64,US,USD,2020-03-24 05:00:00+00:00,2021-02-22 06:00:00+00:00,False,False,technology/web,technology,web,subcat3
358,1249,Sandoval-Powell,Phased holistic implementation,84400,84400,failed,80,US,USD,2021-05-09 05:00:00+00:00,2021-08-03 05:00:00+00:00,False,False,publishing/fiction,publishing,fiction,subcat14
583,5409,"Mills, Frazier and Perez",Proactive attitude-oriented knowledge user,170400,170400,failed,2468,US,USD,2021-05-30 05:00:00+00:00,2021-09-09 05:00:00+00:00,False,False,film & video/shorts,film & video,shorts,subcat13
1373,2951,Hebert Group,Visionary asymmetric Graphical User Interface,117900,117900,successful,5168,US,USD,2021-03-18 05:00:00+00:00,2021-03-22 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
2665,3432,"Cole, Smith and Wood",Integrated zero-defect help-desk,8900,8900,failed,26,GB,GBP,2021-05-03 05:00:00+00:00,2022-01-25 06:00:00+00:00,False,False,film & video/documentary,film & video,documentary,subcat5
2500,2297,"Harris, Hall and Harris",Inverse analyzing matrices,7100,7100,successful,307,US,USD,2021-04-18 05:00:00+00:00,2021-08-28 05:00:00+00:00,False,True,theater/plays,theater,plays,subcat4
921,6161,Saunders Group,Programmable systemic implementation,6500,6500,failed,73,US,USD,2020-05-31 05:00:00+00:00,2021-01-31 06:00:00+00:00,False,True,theater/plays,theater,plays,subcat4
135,4603,"Pham, Avila and Nash",Multi-channeled next generation architecture,7200,7200,failed,128,US,USD,2020-05-27 05:00:00+00:00,2021-04-14 05:00:00+00:00,False,False,film & video/animation,film & video,animation,subcat11
2413,5818,"Patterson, Salinas and Lucas",Digitized 3rdgeneration encoding,2600,2600,failed,33,US,USD,2020-04-10 05:00:00+00:00,2021-04-15 05:00:00+00:00,False,True,theater/plays,theater,plays,subcat4
3004,4270,Young PLC,Innovative well-modulated functionalities,98700,98700,successful,2441,US,USD,2020-09-01 05:00:00+00:00,2021-05-03 05:00:00+00:00,False,False,music/rock,music,rock,subcat2
1911,6007,Willis and Sons,Fundamental incremental database,93800,93800,live,211,US,USD,2021-04-06 05:00:00+00:00,2021-06-16 05:00:00+00:00,False,False,games/video games,games,video games,subcat12
2726,4084,Thompson-Bates,Expanded encompassing open architecture,33700,33700,successful,1385,GB,GBP,2021-01-05 06:00:00+00:00,2021-04-18 05:00:00+00:00,False,False,film & video/documentary,film & video,documentary,subcat5
2049,1340,Rose-Silva,Intuitive static portal,3300,3300,successful,190,US,USD,2021-01-30 06:00:00+00:00,2021-06-25 05:00:00+00:00,False,False,food/food trucks,food,food trucks,subcat1
1732,5675,"Pacheco, Johnson and Torres",Optional bandwidth-monitored definition,20700,20700,successful,470,US,USD,2020-07-30 05:00:00+00:00,2021-03-22 05:00:00+00:00,False,False,technology/wearables,technology,wearables,subcat9
1174,2010,"Carlson, Dixon and Jones",Persistent well-modulated synergy,9600,9600,successful,253,US,USD,2020-10-28 05:00:00+00:00,2021-05-02 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
1194,6201,Mcgee Group,Assimilated discrete algorithm,66200,66200,successful,1113,US,USD,2020-06-27 05:00:00+00:00,2021-05-04 05:00:00+00:00,False,False,music/rock,music,rock,subcat2
3176,1791,Jordan-Acosta,Operative uniform hub,173800,173800,successful,2283,US,USD,2020-02-27 06:00:00+00:00,2021-02-12 06:00:00+00:00,False,False,music/rock,music,rock,subcat2
642,3314,Nunez Inc,Customizable intangible capability,70700,70700,failed,1072,US,USD,2020-11-06 06:00:00+00:00,2021-07-21 05:00:00+00:00,False,True,music/rock,music,rock,subcat2
34,5852,Hayden Ltd,Innovative didactic analyzer,94500,94500,successful,1095,US,USD,2020-06-17 05:00:00+00:00,2021-07-08 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
217,4618,Gonzalez-Burton,Decentralized intangible encoding,69800,69800,successful,1690,US,USD,2020-12-20 06:00:00+00:00,2021-04-27 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
1693,2618,"Lewis, Taylor and Rivers",Front-line transitional algorithm,136300,136300,canceled,1297,CA,CAD,2021-02-07 06:00:00+00:00,2022-02-10 06:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
2333,4967,"Butler, Henry and Espinoza",Switchable didactic matrices,37100,37100,failed,393,US,USD,2021-04-03 05:00:00+00:00,2021-12-23 06:00:00+00:00,False,False,photography/photography books,photography,photography books,subcat15
80,4594,Guzman Group,Ameliorated disintermediate utilization,114300,114300,failed,1257,US,USD,2021-02-10 06:00:00+00:00,2021-09-22 05:00:00+00:00,False,False,music/indie rock,music,indie rock,subcat8
2847,2080,Gibson-Hernandez,Visionary foreground middleware,47900,47900,failed,328,US,USD,2021-02-17 06:00:00+00:00,2021-06-09 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
3104,2793,Spencer-Weber,Optional zero-defect task-force,9000,9000,failed,147,US,USD,2020-12-05 06:00:00+00:00,2021-07-13 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
980,4890,"Berger, Johnson and Marshall",Devolved exuding emulation,197600,197600,failed,830,US,USD,2020-12-12 06:00:00+00:00,2021-06-18 05:00:00+00:00,False,False,games/video games,games,video games,subcat12
476,3528,"Taylor, Cisneros and Romero",Open-source neutral task-force,157600,157600,failed,331,GB,GBP,2021-04-06 05:00:00+00:00,2021-08-09 05:00:00+00:00,False,False,film & video/drama,film & video,drama,subcat7
116,5810,Little-Marsh,Virtual attitude-oriented migration,8000,8000,failed,25,US,USD,2021-10-07 05:00:00+00:00,2021-12-28 06:00:00+00:00,False,True,music/indie rock,music,indie rock,subcat8
2900,5720,Petersen and Sons,Open-source full-range portal,900,900,successful,191,US,USD,2021-05-03 05:00:00+00:00,2022-02-13 06:00:00+00:00,False,False,technology/web,technology,web,subcat3
553,4593,Hensley Ltd,Versatile cohesive open system,199000,199000,failed,3483,US,USD,2021-07-27 05:00:00+00:00,2021-11-21 06:00:00+00:00,False,False,food/food trucks,food,food trucks,subcat1
2834,3186,Navarro and Sons,Multi-layered bottom-line frame,180800,180800,failed,923,US,USD,2021-05-27 05:00:00+00:00,2021-06-01 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
2314,5136,Shannon Ltd,Pre-emptive neutral capacity,100,100,failed,1,US,USD,2021-01-19 06:00:00+00:00,2021-07-25 05:00:00+00:00,False,True,music/jazz,music,jazz,subcat18
2005,2646,Young LLC,Universal maximized methodology,74100,74100,successful,2013,US,USD,2021-09-12 05:00:00+00:00,2021-10-05 05:00:00+00:00,False,False,music/rock,music,rock,subcat2
2514,3460,"Adams, Willis and Sanchez",Expanded hybrid hardware,2800,2800,failed,33,CA,CAD,2021-04-25 05:00:00+00:00,2021-07-05 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
702,4345,Mills-Roy,Profit-focused multi-tasking access,33600,33600,successful,1703,US,USD,2020-07-25 05:00:00+00:00,2021-04-16 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
42,2690,Brown Group,Profit-focused transitional capability,6100,6100,successful,80,DK,DKK,2020-11-22 06:00:00+00:00,2021-04-06 05:00:00+00:00,False,False,film & video/documentary,film & video,documentary,subcat5
948,4025,Burns-Burnett,Front-line scalable definition,3800,3800,live,86,US,USD,2020-08-28 05:00:00+00:00,2021-05-19 05:00:00+00:00,False,False,technology/wearables,technology,wearables,subcat9
2926,4524,"Glass, Nunez and Mcdonald",Open-source systematic protocol,9300,9300,failed,40,IT,EUR,2021-10-12 05:00:00+00:00,2022-01-18 06:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
1971,3978,"Perez, Davis and Wilson",Implemented tangible algorithm,2300,2300,successful,41,US,USD,2020-10-20 05:00:00+00:00,2021-08-25 05:00:00+00:00,False,False,games/video games,games,video games,subcat12
748,3910,Diaz-Garcia,Profit-focused 3rdgeneration circuit,9700,9700,failed,23,CA,CAD,2021-03-05 06:00:00+00:00,2021-03-14 06:00:00+00:00,True,False,photography/photography books,photography,photography books,subcat15
684,5825,Salazar-Moon,Compatible needs-based architecture,4000,4000,successful,187,US,USD,2020-09-03 05:00:00+00:00,2021-07-16 05:00:00+00:00,False,False,film & video/animation,film & video,animation,subcat11
385,3564,Larsen-Chung,Right-sized zero tolerance migration,59700,59700,successful,2875,GB,GBP,2020-12-28 06:00:00+00:00,2021-12-26 06:00:00+00:00,False,True,theater/plays,theater,plays,subcat4
3007,2396,Anderson and Sons,Quality-focused reciprocal structure,5500,5500,successful,88,US,USD,2021-03-07 06:00:00+00:00,2021-05-28 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
2612,2140,Lawrence Group,Automated actuating conglomeration,3700,3700,successful,191,US,USD,2021-04-23 05:00:00+00:00,2022-01-26 06:00:00+00:00,False,False,music/rock,music,rock,subcat2
807,3079,Gray-Davis,Re-contextualized local initiative,5200,5200,successful,139,US,USD,2021-03-12 06:00:00+00:00,2021-10-07 05:00:00+00:00,False,False,music/rock,music,rock,subcat2
2087,2017,Ramirez-Myers,Switchable intangible definition,900,900,successful,186,US,USD,2020-11-25 06:00:00+00:00,2021-10-16 05:00:00+00:00,False,False,music/indie rock,music,indie rock,subcat8
53,5444,"Lucas, Hall and Bonilla",Networked bottom-line initiative,1600,1600,successful,112,AU,AUD,2021-07-24 05:00:00+00:00,2021-09-11 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
2944,2216,"Williams, Perez and Villegas",Robust directional system engine,1800,1800,successful,101,US,USD,2021-01-25 06:00:00+00:00,2021-07-21 05:00:00+00:00,False,True,theater/plays,theater,plays,subcat4
2963,1241,"Brooks, Jones and Ingram",Triple-buffered explicit methodology,9900,9900,failed,75,US,USD,2021-05-12 05:00:00+00:00,2022-01-18 06:00:00+00:00,False,True,theater/plays,theater,plays,subcat4
2976,1484,"Whitaker, Wallace and Daniels",Reactive directional capacity,5200,5200,successful,206,GB,GBP,2021-07-05 05:00:00+00:00,2021-10-15 05:00:00+00:00,False,True,film & video/documentary,film & video,documentary,subcat5
3051,3475,Smith-Gonzalez,Polarized needs-based approach,5400,5400,successful,154,US,USD,2021-03-30 05:00:00+00:00,2021-06-02 05:00:00+00:00,False,True,film & video/television,film & video,television,subcat20
2777,4333,Skinner PLC,Intuitive well-modulated middleware,112300,112300,successful,5966,US,USD,2021-07-01 05:00:00+00:00,2021-08-19 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
3064,5657,"Nolan, Smith and Sanchez",Multi-channeled logistical matrices,189200,189200,failed,2176,US,USD,2021-10-19 05:00:00+00:00,2021-10-24 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
56,2527,Green-Carr,Pre-emptive bifurcated artificial intelligence,900,900,successful,169,US,USD,2021-05-15 05:00:00+00:00,2021-12-02 06:00:00+00:00,False,True,film & video/documentary,film & video,documentary,subcat5
763,5967,Brown-Parker,Down-sized coherent toolset,22500,22500,successful,2106,US,USD,2021-01-23 06:00:00+00:00,2021-06-25 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
896,5698,Marshall Inc,Open-source multi-tasking data-warehouse,167400,167400,failed,441,US,USD,2021-03-10 06:00:00+00:00,2021-04-06 05:00:00+00:00,False,True,film & video/documentary,film & video,documentary,subcat5
1409,3331,Leblanc-Pineda,Future-proofed upward-trending contingency,2700,2700,failed,25,US,USD,2021-08-13 05:00:00+00:00,2021-11-21 06:00:00+00:00,False,False,music/indie rock,music,indie rock,subcat8
2889,3841,Perry PLC,Mandatory uniform matrix,3400,3400,successful,131,US,USD,2020-06-23 05:00:00+00:00,2021-05-10 05:00:00+00:00,False,False,music/rock,music,rock,subcat2
2338,6105,"Klein, Stark and Livingston",Phased methodical initiative,49700,49700,failed,127,US,USD,2021-01-17 06:00:00+00:00,2021-12-09 06:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
2905,3895,Fleming-Oliver,Managed stable function,178200,178200,failed,355,US,USD,2021-02-10 06:00:00+00:00,2021-07-26 05:00:00+00:00,False,False,film & video/documentary,film & video,documentary,subcat5
1779,1891,"Reilly, Aguirre and Johnson",Realigned clear-thinking migration,7200,7200,failed,44,GB,GBP,2020-07-18 05:00:00+00:00,2021-01-31 06:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
2291,1281,"Davidson, Wilcox and Lewis",Optional clear-thinking process improvement,2500,2500,successful,84,US,USD,2020-12-26 06:00:00+00:00,2021-04-04 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
3192,4186,"Michael, Anderson and Vincent",Cross-group global moratorium,5300,5300,successful,155,US,USD,2020-12-08 06:00:00+00:00,2021-09-05 05:00:00+00:00,False,False,theater/plays,theater,plays,subcat4
1696,2511,King Ltd,Visionary systemic process improvement,9100,9100,failed,67,US,USD,2021-03-29 05:00:00+00:00,2021-06-11 05:00:00+00:00,False,False,photography/photography books,photography,photography books,subcat15
1559,4272,Baker Ltd,Progressive intangible flexibility,6300,6300,successful,189,US,USD,2021-04-18 05:00:00+00:00,2021-12-22 06:00:00+00:00,False,True,food/food trucks,food,food trucks,subcat1
1405,3533,"Baker, Collins and Smith",Reactive real-time software,114400,114400,successful,4799,US,USD,2021-09-13 05:00:00+00:00,2021-12-16 06:00:00+00:00,True,True,film & video/documentary,film & video,documentary,subcat5
521,3618,Warren-Harrison,Programmable incremental knowledge user,38900,38900,successful,1137,US,USD,2020-04-20 05:00:00+00:00,2021-01-21 06:00:00+00:00,False,False,publishing/nonfiction,publishing,nonfiction,subcat10
